Property~Id~Id;Property~Имя~DisplayName;Property~Полное имя~FullName;Property~Классификация~ItemTypeDisplayName;Link~Прием значения из~MasterSCADA.ReadValue|False;Link~Передача значения в~MasterSCADA.ReadValue|True
2227185;Текущее положение;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZP_2_6.Текущее положение;MasterSCADA.Attribute;;
2227186;Уставка;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZP_2_6.Уставка;MasterSCADA.Attribute;;
2227187;Подпись при наведении;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZP_2_6.Подпись при наведении;MasterSCADA.Attribute;;
2227188;Слово состояния;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZP_2_6.Слово состояния;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Gate_ZP_2_6.Background.Вход;
2227189;Слово положения;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZP_2_6.Слово положения;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Gate_ZP_2_6.Center.Вход;
2227190;Блокировка управления;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZP_2_6.Блокировка управления;MasterSCADA.Attribute;;
2227191;В процессе открывания;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZP_2_6.В процессе открывания;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Gate_ZP_2_6.OriginalState.InProcessOpen.Вход;
2227192;В процессе закрывания;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZP_2_6.В процессе закрывания;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Gate_ZP_2_6.OriginalState.InProcessClose.Вход;
2227193;Автоматический режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZP_2_6.Автоматический режим;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Gate_ZP_2_6.SetAuto
2227194;Ручной режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZP_2_6.Ручной режим;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Gate_ZP_2_6.SetManual
2227195;Статус режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZP_2_6.Статус режим;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Gate_ZP_2_6.OriginalState.Auto;
2227196;Сброс;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZP_2_6.Сброс;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Gate_ZP_2_6.ResetErrors
2227197;Открыть;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZP_2_6.Открыть;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Gate_ZP_2_6.OpenManual
2227198;Закрыть;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZP_2_6.Закрыть;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Gate_ZP_2_6.CloseManual
2227199;Подтверждение уставки;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZP_2_6.Подтверждение уставки;MasterSCADA.Attribute;;
2227200;Местный режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZP_2_6.Местный режим;MasterSCADA.Attribute;;
2227201;Дистанционный режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZP_2_6.Дистанционный режим;MasterSCADA.Attribute;;
2227202;Регулируемая_НеРегулируемая;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZP_2_6.Регулируемая_НеРегулируемая;MasterSCADA.Attribute;;
2227203;Ключ управления;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZP_2_6.Ключ управления;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Gate_ZP_2_6.key;
2263720;Время ожидания ОС;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZP_2_6.Время ожидания ОС;MasterSCADA.Attribute;;
2264885;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZP_2_6.Блокировка.Вход;MasterSCADA.Attribute;;
2264889;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZP_2_6.Блокировка.Выход;MasterSCADA.Attribute;;
2266117;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZP_2_6.Включить защиту.Вход;MasterSCADA.Attribute;;
2266121;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZP_2_6.Включить защиту.Выход;MasterSCADA.Attribute;;
2227216;Название механизма;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_7.Название механизма;MasterSCADA.Attribute;;
2227217;Текущий режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_7.Текущий режим;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Gate_ZSH_2_7.AlarmCode.Вход;
2227218;Текущее положение;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_7.Текущее положение;MasterSCADA.Attribute;;
2227219;Уставка;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_7.Уставка;MasterSCADA.Attribute;;
2227220;Подпись при наведении;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_7.Подпись при наведении;MasterSCADA.Attribute;;
2227221;Слово состояния;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_7.Слово состояния;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Gate_ZSH_2_7.Background.Вход;
2227222;Слово положения;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_7.Слово положения;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Gate_ZSH_2_7.Center.Вход;
2227223;Блокировка управления;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_7.Блокировка управления;MasterSCADA.Attribute;;
2227224;В процессе открывания;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_7.В процессе открывания;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Gate_ZSH_2_7.OriginalState.InProcessOpen.Вход;
2227225;В процессе закрывания;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_7.В процессе закрывания;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Gate_ZSH_2_7.OriginalState.InProcessClose.Вход;
2227226;Автоматический режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_7.Автоматический режим;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Gate_ZSH_2_7.SetAuto
2227227;Ручной режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_7.Ручной режим;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Gate_ZSH_2_7.SetManual
2227228;Статус режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_7.Статус режим;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Gate_ZSH_2_7.OriginalState.Auto;
2227229;Сброс;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_7.Сброс;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Gate_ZSH_2_7.ResetErrors
2227230;Открыть;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_7.Открыть;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Gate_ZSH_2_7.OpenManual
2227231;Закрыть;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_7.Закрыть;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Gate_ZSH_2_7.CloseManual
2227232;Подтверждение уставки;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_7.Подтверждение уставки;MasterSCADA.Attribute;;
2227233;Местный режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_7.Местный режим;MasterSCADA.Attribute;;
2227234;Дистанционный режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_7.Дистанционный режим;MasterSCADA.Attribute;;
2227235;Регулируемая_НеРегулируемая;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_7.Регулируемая_НеРегулируемая;MasterSCADA.Attribute;;
2227236;Ключ управления;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_7.Ключ управления;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Gate_ZSH_2_7.key;
2263721;Время ожидания ОС;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_7.Время ожидания ОС;MasterSCADA.Attribute;;
2264896;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_7.Блокировка.Вход;MasterSCADA.Attribute;;
2264900;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_7.Блокировка.Выход;MasterSCADA.Attribute;;
2266128;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_7.Включить защиту.Вход;MasterSCADA.Attribute;;
2266132;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_7.Включить защиту.Выход;MasterSCADA.Attribute;;
2227249;Название механизма;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_8.Название механизма;MasterSCADA.Attribute;;
2227250;Текущий режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_8.Текущий режим;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Gate_ZSH_2_8.AlarmCode.Вход;
2227251;Текущее положение;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Gate_ZSH_2_8.Текущее положение;MasterSCADA.Attribute;;
